,id,title,description,channelId,channelTitle,thumbnail,tags,categoryId,madeForKids,duration,duration seconds
250,1tStpmg7HF8,ADV2_SHADOW:6836161546922897513,"Created by AutoDirector

ADIP_UBERVERSAL_GENERAL:282433379:17609127801:6447423060:6836161546922897513",UCNEOliyPxSa9Xw0rnfECHHA,jvmoebel.ch,https://i.ytimg.com/vi/1tStpmg7HF8/default.jpg,['YouTube Autodirector Video'],22,False,PT16S,16.0
251,75yhYazRwRs,23 10310 Golem adapt 20s 1920x1080 1,"---
➡️ Create your account now: https://bit.ly/TSBGameSignUp


➡️ Subscribe to our channel for the latest streams and videos: https://bit.ly/3cgIqEJ


➡️ What is the Sandbox: https://bit.ly/2VvnVLa


➡️ Download The Game Maker Alpha FREE: https://bit.ly/3tpiVqO


➡️ Download VoxEdit FREE: http://bit.ly/3qWtLDi


➡️ Watch our live streams: https://bit.ly/TSBLiveStreamsTimetable


==================================


➡️ CREATE A FREE ACCOUNT: https://bit.ly/TSBGameSignUp


Register now for your free The Sandbox account and connect your crypto e-wallet. No funds required to use any of The Sandbox tools.


==================================


➡️ DOWNLOAD THE SANDBOX GAME MAKER ALPHA FREE: https://bit.ly/3tpiVqO


Anyone can build 3D games for free. No coding required. Contribute to a vast metaverse, filled with amazing creations and experiences.


=================================


➡️ DOWNLOAD VOXEDIT 3D VOXEL ART NFT CREATION SOFTWARE FREE:  http://bit.ly/3qWtLDi


The leading software that allows you to create, rig, and animate your own voxel-based NFTs. Sell them on The Sandbox's marketplace and discover a new world.


=================================


➡️ WHAT IS THE SANDBOX? https://bit.ly/2VvnVLa


About The Sandbox

The Sandbox, a subsidiary of Animoca Brands, is one of the decentralized virtual worlds that has been fueling the recent growth of virtual real-estate demand.Over 165 brands—including Snoop Dogg, The Walking Dead, The Smurfs, Care Bears, Atari, and CryptoKitties—have already formed IP partnerships to create voxelized versions of their worlds and characters in the metaverse. High profile LAND owners in The Sandbox include Zed Run, Republic Realm, Binance, Bored Ape Yacht Club, CyberKongz, CoinMarketCap, Metakovan, Pranksy, GrowYourBase, MetaKey, South China Morning Post, Zepeto, Socios, the Winklevoss twins, Bill Lee of Craft Ventures, and more. For more information, please visit www.sandbox.game and follow the regular updates on Twitter, Medium and Discord.


=================================


➡️ FOLLOW US:


* YouTube - https://www.youtube.com/thesandboxgame (Subscribe to our channel now!)


* Website - https://www.sandbox.game


* Medium - https://medium.com/sandbox-game


* Discord - https://discord.gg/vAe4zvY


* Twitter - https://twitter.com/thesandboxgame


* Telegram - https://t.me/sandboxgame


* Twitch - https://www.twitch.tv/thesandboxgame


* Facebook - https://www.facebook.com/TheSandboxGame/


* All Links - https://linktr.ee/sandbox


#TheSandbox #NFT #metaverse #GameMaker #Voxel""

Go here to know more: https://medium.com/@sandboxgame/tools-of-rock-open-mic-mayhem-nft-collection-ff3d0b073072",UCzv1t7voB-bxMmXLysT4h0w,TheSandboxGame,https://i.ytimg.com/vi/75yhYazRwRs/default.jpg,N/A,20,False,PT20S,20.0
252,lTqAA1lcGw4,Deploy your SSH Key for Intel® VTune™ Profiler | Intel Software,"Intel VTune Profiler can collect workload performance data locally or on a remote target. In this video we show how to configure remote data collection on a remote Linux* target. This includes setup and creation of a trusted SSH based communication channel.

The first time you start the Intel VTune Profiler graphical user interface, create a project and then click the configure analysis button in the menu or in the welcome tab.

To configure a remote Linux* target system, mouse click in the Where Pane and select Remote Linux.

Specify the user name and network name or IP address of the target system.

VTune Profiler communicates with the target system with passwordless SSH using a private / public key pair.
If this is not already set up, VTune Profiler creates the key pair in the user's home .ssh directory and deploys the public key to the target system's authorized keys file in the home .ssh directory.

Click the Deploy button to install the data collection drivers on the target system.

On the target system, VTune Profiler creates or appends the authorized keys file in the user's home .ssh 
directory and installs the data collection drivers in the temp vtune profiler target directory.

The data collection driver source code is in the sepdk src subdirectory, with some useful scripts to rebuild and reload the drivers, and query the current driver status.

Intel® VTune™ Profiler: https://www.intel.com/content/www/us/en/developer/tools/oneapi/vtune-profiler.html 

Get Started with Intel® VTune™ Profiler: https://www.intel.com/content/www/us/en/docs/vtune-profiler/get-started-guide/2023-1/overview.html 

Intel® oneAPI: https://www.intel.com/content/www/us/en/developer/tools/oneapi/overview.html 

oneAPI Code Samples Library: https://www.intel.com/content/www/us/en/developer/tools/oneapi/code-samples.html 

oneAPI Code Samples Catalog: https://oneapi-src.github.io/oneAPI-samples/

About Intel Software:
Intel® Developer Zone is committed to empowering and assisting software developers in creating applications for Intel hardware and software products. The Intel Software YouTube channel is an excellent resource for those seeking to enhance their knowledge. Our channel provides the latest news, helpful tips, and engaging product demos from Intel and our numerous industry partners. Our videos cover various topics; you can explore them further by following the links.

Connect with Intel Software:
INTEL SOFTWARE WEBSITE: https://intel.ly/2KeP1hD
INTEL SOFTWARE on FACEBOOK: http://bit.ly/2z8MPFF
INTEL SOFTWARE on TWITTER: http://bit.ly/2zahGSn
INTEL SOFTWARE GITHUB: http://bit.ly/2zaih6z
INTEL DEVELOPER ZONE LINKEDIN: http://bit.ly/2z979qs
INTEL DEVELOPER ZONE INSTAGRAM: http://bit.ly/2z9Xsby
INTEL GAME DEV TWITCH: http://bit.ly/2BkNshu

#intel #intelsoftware #oneapi

Deploy your SSH Key for Intel® VTune™ Profiler | Intel Software",UC3MVZ-eKiWXr-UTSlYQDIww,Intel Software,https://i.ytimg.com/vi/lTqAA1lcGw4/default.jpg,"['Intel Developer Zone', 'IDZ', 'Intel Software', 'Software Developer', 'Developer Tools', 'Software Tools', 'Developer', 'Intel', 'VTune', 'Performance', 'Optimization', 'Performance Analysis', 'remote data collection', 'SSH', 'Linux', 'key management']",28,False,PT1M48S,108.0
253,4iJbrZXwdmE,Campi di Volontariato Internazionali in Italia,"Proprio sicuri che scegliere un'esperienza in Italia per un Campo di Volontariato sia così poco ""cool""? Guardare... per ricredersi! 
Video girato da Valeria Ricci | Campo di Nomadelfia (GR)",UCXI8Ul8AHzOCGo2pM17Fdmw,IBO Italia,https://i.ytimg.com/vi/4iJbrZXwdmE/default.jpg,"['volontariato', 'campi', 'onlu', 'campi estivi', 'iboitalia', 'partire volontari']",29,False,PT2M1S,121.0
254,w7-llnFTk8Q,Xandi - A.R.T (Official Music Video),"#art #new #xandi 

Thank you for Watching! Hit Like and Subscribe! 

Stream ""A.R.T"" by XANDi Now! https://sparta.ffm.to/xandi-art

Record Label: BAD-DAB ENTERTAINMENT LLC

FOLLOW XANDi 
Instagram: https://www.instagram.com/xandiofficial/
Twitter: https://twitter.com/officialXANDi_

Director: Dang Films
Executive Producer: Jarrod Lacy
Engineered By: Jarrod Lacy
Written By: XANDi
Music Producer: Nicotheproducer

Lyrics

A.R.T. 

Half these niggas
Never met a bad bitch 
Bottega on feet gotta take a pic 
Smell good 
Hair laid 
Got these haters sick 
Got that grown woman weight 
Ass real thick 
Got that grown woman ass real thick
Got that grown woman weight ass real thick
All my grown bad bitches 
Home grown thick 
Got that grown woman weight ass real thick 

Fuck that nigga 
Better leave his ass at home 
If he ain’t spendin money 
Better leave his ass alone 
If you ain’t goin big then you can’t 
Cross that fuckin line 
This ass sit high 
Even in my down time 
Married to the money 
You can’t call my bluff 
Gotta big ass house 
With a lot of stuff 
I got some bad ass jeans to fit all this 
Ass 
Telfar got a 9
& a lot of cash 

You saw I’m in your city 
Outside lookin pretty 
You tryin to get with me 
I’m not fuckin with it 

Half these niggas
Never met a bad bitch 
Bottega on feet gotta take a pic 
Smell good 
Hair laid 
Got these haters sick 
Got that grown woman weight 
Ass real thick 
Got that grown woman ass real thick
Got that grown woman weight ass real thick
All my grown bad bitches 
Home grown thick 
Got that grown woman weight ass real thick 

Big lil one 
Not the little one 
If i ever say I’m in love 
He a real one 
Got these niggas sprung 
Can’t get ‘em off me 
Said I’m every thing he want 
& he need
But i need the bag 
Yeah I’m poppin shit 
Poppin pills
I’m poppin tags 
Where my real bad bitches with a plan 
They the ones who hold it down for ya 
Now pick it up girl 
Spin that ass around for em 

You saw I’m in your city 
Outside lookin pretty 
You tryin to get with me 
I’m not fuckin with it 

Half these niggas
Never met a bad bitch 
Bottega on feet gotta take a pic 
Smell good 
Hair laid 
Got these haters sick 
Got that grown woman weight 
Ass real thick 
Got that grown woman ass real thick
Got that grown woman weight ass real thick
All my grown bad bitches 
Home grown thick 
Got that grown woman weight ass real thick",UCdNeFe1m0m3F5vtTvCT5lkw,XANDi,https://i.ytimg.com/vi/w7-llnFTk8Q/default.jpg,"['#art', '#xandi', '#sparta', '#bad', '#sexy', '#fierce', '#dance', '#girl', '#power', '#musicvideo', '#officialvideo', '#thick', '#artremix', '#arttypebeat', '#xanditypebeat', '#xandiremix', '#remix', '#black', '#melanin', '#strong', '#xandiofficial', '#xandixandi', '#xandisinger', '#rnb', '#soul', '#newmusic', '#grown', '#grownwoman', '#love', '#beauty', '#beautiful', '#pretty', '#party', '#houston', '#texas', '#rap', '#sing', '#hiphop', '#808', '#bass']",10,False,PT2M49S,169.0
255,5FxMDTgh1Qg,Among Us: When Being Dumb Is Actually Smart,Among Us: When Being Dumb Is Actually Smart,UCKE07zWnU6Nv5JOK1ieMmqQ,Among Us,https://i.ytimg.com/vi/5FxMDTgh1Qg/default.jpg,N/A,22,False,PT31S,31.0
256,Jgo4CEdqV1k,新章アイマリンプロジェクトvol.5「爽快奪回Sunlight」MUSIC VIDEO Full Ver.,"✨🔥MMD対応モデル&モーションデータを公式HPにて配布中🔥✨
📱WEB小説も好評無料公開中🎉
https://imarine-project.jp/
 

▼爽快奪回Sunlight
作詞/作曲：YASUHIRO(康寛),アオワイファイ
編曲：YASUHIRO(康寛)
歌唱：アイマリン（CV：内田 彩）/ 壱華零［イチカゼロ］（CV：佐伯伊織） 
キャラクターデザイン：しらび 

0:00　MV本編
4:30　スタッフロール

■各種配信サイト、サブスクリプション系音楽サービスで配信中！
https://nex-tone.link/A00116206

■新章アイマリンプロジェクトインストゥメンタル集の配信も遂に開始！
https://nex-tone.link/A00116252

■Web小説無料公開中
https://imarine-project.jp/ep01_a.html

仮想世界ELEUSIA。
滅亡した地球から逃れた人々は過去の記憶を失い、
そこがVR空間内だということすら忘れて暮らしていた

〜あらすじ〜
いつものように買い出しに来ていた少年カイトは、
七色の「波」に飲み込まれてします。
「波」の中ではじまったのは
反体制音楽組織「自由機甲楽団」によるゲリラライブだった。
歌っている少女、アイマリンに見とれてしまうカイト。
少女もまた、カイトを見つめ、呟いた。

「見つけた」

轟音の中、世界を揺るがす冒険がはじまる。

■公式サイト https://imarine-project.jp/
■公式ツイッター https://twitter.com/imarine_project 

■MVの舞台「メタバース水晶宮」をVRCHATにて全世界公開中！
https://vrchat.com/home/world/wrld_2e497409-c5d5-4ccd-a10f-2776d5e2ab98


※VRプラットホームVRCHATの使用方法などのサポートは当方では行っておりません。
　下記の記事などを参考にして頂ければと思います。
・MoguLive様　https://www.moguravr.com/vrchat-16/
・CNET様　https://japan.cnet.com/article/35173551/

■歌詞

Goin' Goin'on
Only Only one

視野角200°以上の
ローディングされた知覚
パラレルなんかじゃないさ
紛れもない現実

たった数センチの回路
公式、数の羅列
電子のざわめきは（wow　oh oh oh oh）
生命(せいめい)さえも簡単に書き換えていく
魔法みたいな現実

叶わない　そんな希望　（泡沫の）
今は　もう逢えない人　（淡い記憶）
振り向けば今、ここにある

還りゆく魂　（震わす声）
されど遺る意志-ﾒﾓﾘｰ-（重なる）
音　色　乗せ　願い　覚悟を呼び覚ます

""このままじゃダメなの""

爽快　奪回　自由でこそが私たち
Sunlight
青いセカイで　抗う姿　見ていなさい

(Goin' Goin'on)
続いてゆく時間と
(Only Only one)
またとない出逢いと
(Don't be Don't be long)
重なり合って
未知へと繋がっていくWave

海の境目を探しに
道標となる　メロディ

忘れていた（思い出した）
あの涙を　（怒りさえ）
かつてこの場所で　言葉交わしたことを

埋め込まれた まやかし（迷い込む）
歌うことは　あやかし？（自意識）
違う、違う！　奇跡巻き起こす鍵

（カラダ　ココロ　揺ラメク）
（ノンプログラムリバティ）
（君ト　私ノ　意志-ﾒﾓﾘｰ-）
（御伽噺ニアラズ）

深い　海の底に湧き立つ光彩
""このままじゃダメなの""
""君の歌を叫べ！""

爽快　奪回　自由でこそが私たち
Sunlight
青いセカイで　抗う姿　見ていなさい

(Goin' Goin'on)
続いてゆく時間と
(Only Only one)
またとない出逢いと
(Don't be Don't be long)
重なり合って
未知へと繋がっていくWave

夢を見るような
道へと広がってくWave

#アイマリン #アイマリンプロジェクト #Vsinger  #Vtuber #4K　#海物語　#内田彩　#佐伯伊織　#ボカロ　#VOCALOID #ボカロP #アオワイファイ#YASUHIRO",UCex9UT-uTPs734gEZLf0I1g,【公式】SANYOチャンネル,https://i.ytimg.com/vi/Jgo4CEdqV1k/default.jpg,"['SANYO', 'アイマリン', 'アイマリンプロジェクト', '内田彩', '佐伯伊織', 'ボカロ', 'アイウリン', 'アイワリン', 'imarin', 'aimarin', 'iMarine']",24,False,PT5M46S,346.0
257,sYIZad3yLdk,hw_beandungeon1a_h_en_45,,UC-Q7nMi5vUN0Z-gy9-uHHGg,Hero Wars Web,https://i.ytimg.com/vi/sYIZad3yLdk/default.jpg,N/A,22,False,PT46S,46.0
258,Vynk_5pmSYw,Life in Slow Motion (Official Music Video),"Released on 2023-05-31
----
Produced by Shane Edwards and Fletcher Matthews 
Recorded, Mixed and Mastered by Shane Edwards 
Directed and Animated by Boy Tillekens

Pre-save Suicide and Sunshine - https://ffm.to/suicideandsunshine
Pre-order Suicide and Sunshine - https://ffm.link/trophyeyespreorder
----
Lyrics: 
Lucky numbers existential signs
Small superstitions keeping me alive
Praying to the emptiness for extra time
To spend alone in my hotel as my life goes by
And in the chaos I find peace and quiet
Nothing means anything I’m always tired
A flash of colour before I expire
It’s just a hug at the bar
Another voice in the choir

And it’s hard to explain
But I’ve been feeling this way
Like I’m watching myself
Live my life outside of me
Hold on
As life from my window seat moves on
Everything is temporary

Hold on
To seconds of life in slow motion
Everything is temporary
Here it comes
The chorus of the morning
In volumes merciless and overwhelming
Take my hand and walk with me into the glory of my ending
I am nothing
But ain’t that something?
---- 
Keep Up With Trophy Eyes: 
http://trophyeyesmusic.com/ 
https://www.facebook.com/trophyeyesmusic 
https://twitter.com/trophyeyesmusic 
https://instagram.com/trophyeyesmusic 
https://www.tiktok.com/@trophyeyesmusic",UCqxUJu79bPunn0eRzAR7Xng,TrophyEyesOfficial,https://i.ytimg.com/vi/Vynk_5pmSYw/default.jpg,"['hopelessrecords', 'trophyeyesmusic', 'trophyeyes', 'trophy eyes', 'suicide and sunshine', 'hopeless records', 'alternative', 'rock', 'indie', 'emo', 'pop punk', 'australia', 'australian music', 'john floreani', 'sad songs', 'sad song of the week']",22,False,PT3M15S,195.0
259,acHWusVlU_M,Win Over Clients | Get Your Tone Just Right,"Want to communicate more effectively at work? Whether you need to pitch a new idea, resolve a conflict, or motivate your team, Grammarly can help you get your tone just right. You can download it now at https://www.grammarly.com.

With Grammarly, you get more than suggestions for correct grammar and clear phrasing. Grammarly Premium’s advanced tone suggestions spot opportunities to frame your writing more positively, confidently, and diplomatically, depending on the context, so you build productive relationships that drive projects forward. 

Grammarly works where you do your most important writing—across Outlook, Gmail, Slack, and other desktop apps and sites. Fast-track your work success with Grammarly today.",UCfmqLyr1PI3_zbwppHNEzuQ,Grammarly,https://i.ytimg.com/vi/acHWusVlU_M/default.jpg,N/A,27,False,PT16S,16.0
260,NxzjcEr4Kdk,The All-New Dialog Power Plan - The Best Mobile Postpaid Plans in Sri Lanka,"Power up with Data Roll Over, share up to 50GB Data, enjoy Unlimited YouTube and Unlimited Calls to Any Network along with exclusive discounts on smartphones. All these incredible benefits and more, starting for just Rs. 600 + Tax a month. Upgrade your plan today via the MyDialog App or visit dialog.lk

#DialogPowerPlan #PowerPlan #Postpaid #DialogPostpaid",UCvnn7bguqhNwUTiKbkLo83A,Dialog Axiata,https://i.ytimg.com/vi/NxzjcEr4Kdk/default.jpg,N/A,28,False,PT46S,46.0
261,0eOQOwTnsGg,Spring Pal Hybrid Pro Luxury Spring Mattress,"Hotline - 077 719 3933
Shop Online - https://bit.ly/springmattress

#SpringPal #Comfort #sleep #SpringPalMattress #springmattress #Mattress",UCGwLPOQkLlrkpZEYAgG3QcQ,Spring Pal,https://i.ytimg.com/vi/0eOQOwTnsGg/default.jpg,N/A,22,False,PT1M9S,69.0
262,uTEU_etIEDo,විශ්වසනීය ආයුර්වේද සංයෝගයකින් සෑදුනු ENO තත්පර 6න් ක්‍රියාකිරීම ඇරඹෙන බව සායනිකව තහවුරුයි.,,UCDUHu50ZTFDEDUZ7o7GjKmw,ENO Sri Lanka,https://i.ytimg.com/vi/uTEU_etIEDo/default.jpg,N/A,22,False,PT16S,16.0
