Video Link,Primary Tag,Secondary Tag,Description
https://www.youtube.com/watch?v=uCskXmWmNok,child directed,Cartoons,ad pertains to a clip from Star Wars: Young Jedi Adventures
https://www.youtube.com/watch?v=7lgCLCJrP60,irrelevant,Software,ad pertains to software based business tool by ADP
https://www.youtube.com/watch?v=wHlwsE8znXA,irrelevant,Software,ad pertains to Canva Whiteboards for brainstorming ideas
https://www.youtube.com/watch?v=S00iyCFRMfg,child directed,Play and Adventure,ad pertains to Universal Studio's theme park for kids and families
https://www.youtube.com/watch?v=wZ7Amwl-YAk,irrelevant,Machinery,ad pertains to Lowe's Pro lineup of home power tools and applianes (including washing machines and chainsaws)
https://www.youtube.com/watch?v=aVrkN-Ut4iA,irrelevant,Autos & Vehicles,"ad pertains to Hyundai's car, Santa Fe"
https://www.youtube.com/watch?v=OKXBnR3N4Hc,irrelevant,Tech & Gadgets,ad pertains to iPhone 14 offered by Verizon
https://www.youtube.com/watch?v=5t_XFUloS0M,irrelevant,Finance & Legal,ad pertains to Morgan and Morgan's injury law firm; does mention statistics on car crashes at the start that may be unsuitable for kids
https://www.youtube.com/watch?v=kEMXZu2scKE,irrelevant,Software,ad pertains to Grammarly's Grammarly GO for AI assistance for writing more professional messages
https://www.youtube.com/watch?v=LaQSSiDE2uo,irrelevant,Software,ad pertains to Adobe Document Cloud
https://www.youtube.com/watch?v=NQTlmeBEpiQ,irrelevant,Home and Lifestyle,ad pertains to Safe Step's walk in tub; aimed at the elderly
https://www.youtube.com/watch?v=WeWt59ViaSE,irrelevant,Home and Lifestyle,ad pertains to Sleep Number's smart bed
https://www.youtube.com/watch?v=cziU5vuwtbA,child directed,Toys,ad pertains to an RC cart based on Super Mario Bros.
https://www.youtube.com/watch?v=WG5bVsbROz4,irrelevant,Software,ad pertains to Adobe's Acrobat suite
https://www.youtube.com/watch?v=hXzcyx9V0xw,child directed,Movies,ad pertains to the animated movie: Elemental (2023)
https://www.youtube.com/watch?v=aoaizqRsptc,irrelevant,Fashion,ad pertains to DSW's designer shoes for women
https://www.youtube.com/watch?v=XdpNEOnqqCA,irrelevant,Home and Lifestyle,ad pertains to Ashley's furniture
https://www.youtube.com/watch?v=4BlFe2X_u3U,irrelevant,Parenting & Family,ad pertains to a company that provides flowers as gifts for mothers
https://www.youtube.com/watch?v=bTo9t443O18,child directed,Cartoons,ad pertains to Peppa Pig's Official Channel
https://www.youtube.com/watch?v=bzDD8ItXmXY,irrelevant,Software,ad pertains to Hotjar which shows how people interact with a website
https://www.youtube.com/watch?v=HEaikVlUgMY,irrelevant,Software,ad pertains to Adobe's PDFs suite
https://www.youtube.com/watch?v=S3GnywrceVc,irrelevant,Parenting & Family,ad pertains to Parenting essentials (like diapers) for babies; ad aimed at parents
https://www.youtube.com/watch?v=TXtxUiddIT4,child directed,Play and Adventure,ad pertains to Walt Disney World
https://www.youtube.com/watch?v=A1yf4Bs1m9g,irrelevant,Tech & Gadgets,ad pertaiins to Samsung Galaxy S23 offers by Verizon
https://www.youtube.com/watch?v=T5_WTs4y3uY,irrelevant,Software,ad pertains to Youtube Music
https://www.youtube.com/watch?v=eW_s6qSgtMg,irrelevant,Tech & Gadgets,ad pertains to Samsung's S23 Ultra smartphone and their Book3 ecosystem
https://www.youtube.com/watch?v=RxYzwSTlWqs,irrelevant,Sports & Athletics,ad pertains to KAV's custom 3d printed helmets for cyclists
https://www.youtube.com/watch?v=taMUZtGNCS4,irrelevant,Home and Lifestyle,ad pertains to Whirlpool's 2 in 1 washer
https://www.youtube.com/watch?v=GhhF8B48luE,irrelevant,Home and Lifestyle,ad pertains to Mattress Firm's mattresses 
https://www.youtube.com/watch?v=_T6D2JOszBs,irrelevant,Autos & Vehicles,ad pertains to Acura's Type S; shows stills of the car along with it moving offroad
https://www.youtube.com/watch?v=ZT2UXcxTjLk,irrelevant,Software,"ad pertains to Shopee Vietnam, an ecommerce app"
https://www.youtube.com/watch?v=Hb6ZMPgpwLo,irrelevant,Software,ad pertains to Grammarly's Grammarly GO for AI assistance for writing more professional messages
https://www.youtube.com/watch?v=N2VaBxkJfSw,irrelevant,Tech & Gadgets,ad pertains to DirectTV's coverage of MLB
https://www.youtube.com/watch?v=ctEx2nuoodM,irrelevant,Education & Learning,ad pertains to Syracuse University
https://www.youtube.com/watch?v=_UFkghfhSa4,irrelevant,Machinery,ad pertains to Instrument Direct's flow meters
https://www.youtube.com/watch?v=G7U7vt9bGy8,irrelevant,Software,ad pertains to professional writing using grammarly
https://www.youtube.com/watch?v=qYgly9fnr1Q,irrelevant,Home and Lifestyle,ad pertains to a home tour showcasing Southern Grace Home Interiors
https://www.youtube.com/watch?v=SFMTA6h0cW4,child directed,Educational Content,ad pertains to AdaptedMind's cartoon teaching social studies
https://www.youtube.com/watch?v=YkVSw2RFGmY,child directed,Cartoons,ad pertains to a toy-esque 3d representation of the Peppa Pig Cartoon
https://www.youtube.com/watch?v=Mi1uEmRgJZU,child directed,Cartoons,ad pertains to a clip from Star Wars: Young Jedi Adventures 
https://www.youtube.com/watch?v=Zmootr2iLYA,irrelevant,Finance & Legal,ad pertains to tax reports by Avalara
https://www.youtube.com/watch?v=hyb0X-2tO4Y,irrelevant,Autos & Vehicles,ad pertains to Honda's electric cars
https://www.youtube.com/watch?v=S1JWPjoGR8Q,irrelevant,Software,ad pertains to a search engine that plants trees (ecosia)
https://www.youtube.com/watch?v=l32QivrokIs,irrelevant,Autos & Vehicles,ad pertains to Honda's CR-V; shows the car moving on road and offroad
